"AGE_mean","AGE_median","AGE_mode","AGE_min","AGE_max","Urea_mean","Urea_median","Urea_mode","Urea_min","Urea_max","Cr_mean","Cr_median","Cr_mode","Cr_min","Cr_max","HbA1c_mean","HbA1c_median","HbA1c_mode","HbA1c_min","HbA1c_max","Chol_mean","Chol_median","Chol_mode","Chol_min","Chol_max","TG_mean","TG_median","TG_mode","TG_min","TG_max","HDL_mean","HDL_median","HDL_mode","HDL_min","HDL_max","LDL_mean","LDL_median","LDL_mode","LDL_min","LDL_max","VLDL_mean","VLDL_median","VLDL_mode","VLDL_min","VLDL_max","BMI_mean","BMI_median","BMI_mode","BMI_min","BMI_max"
53.528,55,55,20,79,5.124743,4.6,4.3,0.5,38.9,68.943,60,56,6,800,8.28116,8,8,0.9,16,4.86282,4.8,4.4,0,10.3,2.34961,2,2.1,0.3,13.8,1.20475,1.1,1.1,0.2,9.9,2.60979,2.5,2.5,0.3,9.9,1.8547,0.9,0.9,0.1,35,114.333,30,30,19,4775
